doc_id,our_name,paldinox_name,match_confidence,match_score,paldinox_sku,sku_method,source_url,cat,price
"pfMbhxTXyHrNCelTvPm5","סט 4 עגלות הגשה עגולות 4 קומות בזהב","","url_only","","P430GZ","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a2%d7%92%d7%9c%d7%94-%d7%9c%d7%99%d7%a8%d7%a7%d7%95%d7%aa-%d7%a2%d7%92%d7%95%d7%9c%d7%94-4-%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%96%d7%94%d7%91/","כלי שולחן והגשה","1237.06"
"q3D382Nd27EOP3QdxZ4G","מגש עגול זכוכית שקוף עם רגל זהב","","url_only","","X4743","json-ld","https://paldinox.co.il/product/h52d28-%d7%9e%d7%92%d7%a9-%d7%a2%d7%92%d7%95%d7%9c-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-%d7%a4%d7%a2%d7%9e%d7%95%d7%9f-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa/","כלי שולחן והגשה","435.76"
"q9GQPLQuhnBJcwWc9ueV","סט 6 מאגים Heritage טורקיז 300 מ""ל","","url_only","","","HTTP_404","https://paldinox.co.il/product/heritage-%d7%a1%d7%98-6-%d7%9e%d7%90%d7%92-300-%d7%9e%d7%9c-%d7%98%d7%95%d7%a8%d7%a7%d7%99%d7%96-2/","כלי שולחן והגשה","454.27"
"qEzhIdHmJv2ztNLZml7q","סט 6 כוסות ברנדי CITY – 660 מ""ל","","url_only","","","HTTP_404","https://paldinox.co.il/product/660ml-%d7%a1%d7%986-%d7%9b%d7%95%d7%a1-%d7%91%d7%a8%d7%a0%d7%93%d7%99-city-2/","כלי שולחן והגשה","173.92"
"qLFR2dE5glv6akyr0cdq","סט 6 צלחות La Majorelle בגוון ורוד","","url_only","","","HTTP_404","https://paldinox.co.il/product/la-majorelle-%d7%a1%d7%98-6-%d7%a6%d7%9c%d7%97%d7%aa-17-%d7%a1%d7%9e-%d7%95%d7%a8%d7%95%d7%93/","כלי שולחן והגשה","317.32"
"qbSpCRGIWQ4GIVzudcKV","דיבשית זכוכית עם כפית ופעמון זהב","","url_only","","X4953Z","json-ld","https://paldinox.co.il/product/%d7%93%d7%99%d7%91%d7%a9%d7%99%d7%aa-%d7%a1%d7%95%d7%9b%d7%a8%d7%95%d7%9f-%d7%a2%d7%9d-%d7%9b%d7%a4%d7%99%d7%aa-%d7%96%d7%94%d7%91-%d7%a4%d7%a2%d7%9e%d7%95%d7%9f-%d7%96%d7%9b%d7%95%d7%9b%d7%99/","עיצוב הבית","152.38"
"qk1nLzvkhyrQ1kjktltU","קופסת פורצלן זהב עם מכסה זכוכית ועיטור אפור","","url_only","","X5468A","json-ld","https://paldinox.co.il/product/%d7%a7%d7%95%d7%a4%d7%a1%d7%aa-%d7%a4%d7%95%d7%a8%d7%a6%d7%9c%d7%9f-%d7%96%d7%94%d7%91-%d7%9e%d7%9b%d7%a1%d7%94-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a2%d7%99%d7%98%d7%95%d7%a8-%d7%90%d7%a4%d7%95/","עיצוב הבית","302.21"
"qrBXAHXdIMcqkhf4TZ2G","סט 3 צנצנות זכוכית עם מכסה זהב – 0.95 ליטר","","url_only","","X4542Z","json-ld","https://paldinox.co.il/product/h15-%d7%a1%d7%98-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%95%d7%9e%d7%9b%d7%a1%d7%94-%d7%96%d7%94%d7%91-0-95l-d11-2/","עיצוב הבית","228.29"
"r0YCIZXW4Ve224yBdmhx","אגרטל מתכת זהב על בסיס שיש","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-%d7%91%d7%9e%d7%a2%d7%9e%d7%93-%d7%a9%d7%99%d7%a9-16-8-%d7%92%d7%95%d7%91%d7%94-27-%d7%a1%d7%9e-2/","עיצוב הבית","215.25"
"r9Hua3P6r1rAd5dZJKm4","קערת מתכת עגולה על רגל עם עיצוב מינימליסטי","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a7%d7%a2%d7%a8%d7%aa-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a2%d7%92%d7%95%d7%9c%d7%94-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%a7%d7%95%d7%98%d7%a8-18-%d7%92%d7%95%d7%91%d7%94-9-%d7%a1%d7%9e/","עיצוב הבית","115.3"
"rPU5ShcaZ5QwJypkYOeO","דיקנטר זכוכית בצורת U – 1100 מ""ל","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%93%d7%99%d7%a7%d7%a0%d7%98%d7%a8-1100-%d7%9e%d7%9c-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-%d7%a6%d7%95%d7%a8%d7%aa-u/","כלי שולחן והגשה","130.43"
"rgwPMvdNrKvjN0yzkuFV","זוג ברבורים קריסטל אפור וענבר","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%96%d7%95%d7%92-%d7%91%d7%a8%d7%91%d7%95%d7%a8%d7%99%d7%9d-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%90%d7%a4%d7%95%d7%a8-%d7%a2%d7%a0%d7%91%d7%a8-3-7-5-%d7%a1%d7%9e-%d7%92%d7%95%d7%91%d7%94-8/","כלי שולחן והגשה","106.54"
"rjXRDP8cRCGMhJdZVJN2","קרש חיתוך עץ טבעי להגשה","","url_only","","X5179A","json-ld","https://paldinox.co.il/product/%d7%a7%d7%a8%d7%a9-%d7%97%d7%99%d7%aa%d7%95%d7%9a-%d7%a2%d7%a5-%d7%98%d7%91%d7%a2%d7%99-75-22-%d7%a1%d7%9e/","כלי שולחן והגשה","193.5"
"rka1IwDn8jNEtD1kz1ja","מגש מראה עם כדורים מוזהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/40x25-%d7%9e%d7%92%d7%a9-%d7%9e%d7%a8%d7%90%d7%94-%d7%9b%d7%93%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%95%d7%96%d7%94%d7%91/","עיצוב הבית","280.48"
"s3AeQc8QeZKafP839sJg","סט 3 צנצנות זכוכית מרובעות עם מכסה שחור","","url_only","","X4345B","json-ld","https://paldinox.co.il/product/h20-%d7%a1%d7%98-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%9e%d7%a8%d7%95%d7%91%d7%a2%d7%95%d7%aa-%d7%9e%d7%9b%d7%a1%d7%94-%d7%a9%d7%97%d7%95%d7%a8-1-5%d7%9c-2/","עיצוב הבית","184.8"
"sBXVoOBJftyMGzXXHM0N","מלקחיים להגשת סלט בגוון זהב","מלקחיים להגשת סלט/זהב","fuzzy","0.89","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%9c%d7%a7%d7%97%d7%99%d7%99%d7%9d-%d7%9c%d7%94%d7%92%d7%a9%d7%aa-%d7%a1%d7%9c%d7%98-%d7%96%d7%94%d7%91-2/","כלי שולחן והגשה","41.31"
"sJjrYxggnpWEp40vA5nk","סט 12 כוסות קפה בדואי זכוכית שקופה 60 מ”ל ופס זהב","סט 12 כוסות קפה בדואי זכוכית שקופה 60 מ”ל ופס זהב","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-12-%d7%9b%d7%95%d7%a1%d7%95%d7%aa-%d7%a7%d7%a4%d7%94-%d7%91%d7%93%d7%95%d7%90%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-60-%d7%9e%d7%9c-%d7%95%d7%a4/","כלי שולחן והגשה","184.8"
"sPWHeqROItfN2wZzqECX","מגש עגול זהב בעיצוב ערבסק עם פעמון זכוכית","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%a2%d7%92%d7%95%d7%9c-%d7%a2%d7%a8%d7%91%d7%a1%d7%a7-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%96%d7%94%d7%91-%d7%95%d7%a4%d7%a2/","כלי שולחן והגשה","433.78"
"sk2tvN7Karj6fIKCpcFX","קנקן תה ROYAL 1.65 ליטר","","url_only","","","HTTP_404","https://paldinox.co.il/product/royal-%d7%a7%d7%a0%d7%a7%d7%9f-%d7%9c%d7%aa%d7%94-1-65l/","כלי שולחן והגשה","410.91"
"sz3DHGiSsce16A6rXLMC","דיקנטר CASABLANCA להגשה","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%93%d7%99%d7%a7%d7%a0%d7%98%d7%a8-casablanca-0-75l/","כלי שולחן והגשה","432.64"
