קוד UK,שם,מחיר ספק,מחיר אצלנו,מחיר מחוק,מגיע בקרוב,תאריך צפי,כמות באריזה,קטגוריה,תת-קטגוריה,תמונה
UK24880,מזוזה פולימר עץ עם אפוקסי צבע כחול גודל 15,59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24880.webp
UK24883,מזוזה פולימר עץ עם אפוקסי צבע תכלת גודל 15,59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24883.webp
UK24873,מזוזה פולימר עץ עם אפוקסי צבע שחור גודל 20,69.99,110,137,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24873.webp
UK24874,מזוזה פולימר עץ עם אפוקסי צבע שחור גודל 15,59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24874.webp
UK24885,מזוזה פולימר עץ עם אפוקסי צבע זהב גודל 20,69.99,110,137,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24885.webp
UK24886,מזוזה פולימר עץ עם אפוקסי צבע זהב גודל 15,59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24886.webp
UK24872,מזוזה פולימר עץ עם אפוקסי צבע שחור גודל 25,79.99,125,157,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24872.webp
UK24875,מזוזה פולימר עץ עם אפוקסי צבע טורקיז גודל 25,79.99,125,157,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24875.webp
UK24881,מזוזה פולימר עץ עם אפוקסי צבע תכלת גודל 25,79.99,125,157,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24881.webp
UK24882,מזוזה פולימר עץ עם אפוקסי צבע תכלת גודל 20,69.99,110,137,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24882.webp
UK24884,מזוזה פולימר עץ עם אפוקסי צבע זהב גודל 25,79.99,125,157,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24884.webp
UK24870,"מזוזה אקריליק שקוף ולבן 15 ס""מ",44.99,71,88,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24870.webp
UK24871,"מזוזה אקריליק שקוף ושחור 12 ס""מ",44.99,71,88,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24871.webp
UK24940,"מזוזה אקריליק שקוף ולבן 12 ס""מ",44.99,71,88,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24940.webp
UK24941,"מזוזה אקריליק שקוף ולבן 20 ס""מ",59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24941.webp
UK24942,"מזוזה אקריליק שקוף ונצנץ כסף 12 ס""מ",44.99,71,88,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24942.webp
UK24943,"מזוזה אקריליק שקוף ונצנץ כסף 15 ס""מ",44.99,71,88,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24943.webp
UK24944,"מזוזה אקריליק שקוף ונצנץ כסף 20 ס""מ",59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24944.webp
UK24945,"מזוזה אקריליק שקוף ושחור 15 ס""מ",44.99,71,88,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24945.webp
UK24946,"מזוזה אקריליק שקוף ושחור 20 ס""מ",59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות פלסטיק,https://www.israel-judaica.com/webp/24946.webp
UK57333,"זוג רימונים זהב לספר הפטרות 25 ס""מ",169.99,267,333,כן,09/08/2026,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/webp/57333.webp
UK59488,"זוג רימונים כסף לספר הפטרות 25 ס""מ",169.99,267,333,כן,09/08/2026,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/webp/59488.webp
UK59854,"זוג רימונים ציפוי כסף לספר הפטרה 26 ס""מ",169.99,267,333,כן,09/08/2026,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/webp/59854.webp
UK59855,"זוג רימונים ציפוי כסף לספר הפטרה 26 ס""מ",169.99,267,333,כן,09/08/2026,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/webp/59855.webp
UK59325,"זוג רימונים ציפוי רוז גולד לספר הפטרה 26 ס""מ",169.99,267,333,כן,09/08/2026,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/webp/59325.webp
UK59327,"זוג רימונים ציפוי רוז גולד לספר הפטרה 26 ס""מ",169.99,267,333,כן,09/08/2026,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/webp/59327.webp
UK80064,"שטנדר במבוק ""ירושלים "" 34x38 ס""מ",89.99,141,176,כן,30/07/2026,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/big/80064.jpg
UK82406,"שטנדר אקריליק "" והגית""",99.99,157,196,,,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/big/82406.jpg
UK82407,"שטנדר אקריליק "" והגית""",99.99,157,196,,,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/big/82407.jpg
UK81193,שטנדר מעץ עם פלקטה דמוי עור ואותיות בולטות 38x30 ס,149.99,235,294,,,1,יודאיקה,מוצרי בית כנסת,https://www.israel-judaica.com/big/81193.jpg
UK30023,"מחזיק מפתחות ""מנורה"" עם מגן דוד משובץ באבנים 4 ס""מ - זהב",6.99,11,14,כן,22/07/2026,1,יודאיקה,מחזיקי מפתחות,https://www.israel-judaica.com/webp/30023.webp
UK30024,"מחזיק מפתחות ""מנורה"" משובץ באבנים 4 ס""מ - זהב",6.99,11,14,כן,22/07/2026,1,יודאיקה,מחזיקי מפתחות,https://www.israel-judaica.com/webp/30024.webp
UK30025,"מחזיק מפתחות ""מנורה"" עם מגן דוד משובץ באבנים 4 ס""מ - כסף",6.99,11,14,כן,22/07/2026,1,יודאיקה,מחזיקי מפתחות,https://www.israel-judaica.com/webp/30025.webp
UK30027,"מחזיק מפתחות כסף בצורת רימון וארץ ישראל 4 ס""מ",6.99,11,14,כן,22/07/2026,1,יודאיקה,מחזיקי מפתחות,https://www.israel-judaica.com/webp/30027.webp
UK50636,"מחזיק מפתחות זהב בצורת רימון וארץ ישראל 4 ס""מ",6.99,11,14,כן,22/07/2026,1,יודאיקה,מחזיקי מפתחות,https://www.israel-judaica.com/webp/50636.webp
UK30026,"מחזיק מפתחות ""מנורה"" משובץ באבנים 4 ס""מ - כסף",6.99,11,14,כן,22/07/2026,1,יודאיקה,מחזיקי מפתחות,https://www.israel-judaica.com/webp/30026.webp
UK56158,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",59.99,94,118,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56158.webp
UK42867,"נטלה אקריליק מהודרת עם הדפסה וידיות זהב 13 ס""מ",18.99,30,37,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/42867.jpg
UK42868,"נטלה אקריליק מהודרת עם הדפסה וידיות זהב 13 ס""מ",18.99,30,37,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/42868.jpg
UK42870,"נטלה אקריליק מהודרת עם הדפסה וידיות זהב 13 ס""מ",18.99,30,37,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/42870.jpg
UK42872,נטלה אקריליק מהודרת עם הדפסה וידיות כסף 13 ס,18.99,30,37,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/42872.jpg
UK42869,"נטלה אקריליק מהודרת עם הדפסה וידיות זהב 13 ס""מ",18.99,30,37,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/42869.jpg
UK42871,"נטלה אקריליק מהודרת עם הדפסה וידיות כסף 13 ס""מ",18.99,30,37,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/42871.jpg
UK48746,נטלה אקריליק מהודרת עםהדפסה וידיות צבעוניות,15.99,25,31,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/48746.jpg
UK40067,"נטלה מהודרת פולימר בטון 14 ס""מ",54.99,86,108,כן,18/07/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/40067.jpg
UK45917,"נטלה מהודרת מפולימר 14 ס""מ",54.99,86,108,כן,09/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/45917.jpg
UK80392,נטלה פולימר 14סמ,54.99,86,108,כן,09/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/80392.jpg
UK40858,"נטלה מהודרת פולימר בטון 14 ס""מ",54.99,86,108,כן,18/07/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/40858.jpg
UK41146,"נטלה מהודרת פולימר בטון 14 ס""מ",54.99,86,108,כן,18/07/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/41146.jpg
UK55790,נטלה פולימר בטון כהה 14סמ,54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/55790.webp
UK55791,נטלה פולימר בטון בהיר 14סמ,54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/55791.webp
UK56001,"נטלה מהודרת מפולימר גוון בטון כהה 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56001.webp
UK56020,"נטלה מהודרת מפולימר גוון בטון בהיר 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56020.webp
UK56021,"נטלה מהודרת מפולימר גוון בטון כהה 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56021.webp
UK86564,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/86564.webp
UK55988,"נטלה מהודרת מפולימר גוון חול 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/55988.webp
UK55989,"נטלה מהודרת מפולימר גוון בטון בהיר 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/55989.webp
UK86534,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/86534.webp
UK86536,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/86536.webp
UK56025,"נטלה מהודרת מפולימר גוון בטון בהיר 12.5 ס""מ",54.99,86,108,כן,09/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56025.webp
UK56161,"נטלה מהודרת מפולימר גוון בטון בהיר 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56161.webp
UK56164,"נטלה מהודרת מפולימר גוון חול 12.5 ס""מ",54.99,86,108,כן,09/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56164.webp
UK86537,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/86537.webp
UK56168,"נטלה מהודרת מפולימר גוון לבן 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56168.webp
UK56169,"נטלה מהודרת מפולימר גוון לבן 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56169.webp
UK56170,"נטלה מהודרת מפולימר גוון חול 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56170.webp
UK55990,"נטלה מהודרת מפולימר גוון לבן מנוקד 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/55990.webp
UK56159,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",59.99,94,118,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56159.webp
UK82431,"נטלה מהודרת מפולימר גוון לבן מנוקד 12.5 ס""מ",59.99,94,118,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/82431.webp
UK86535,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/86535.webp
UK56046,"נטלה מהודרת מפולימר גוון בטון כהה 12.5 ס""מ",59.99,94,118,כן,09/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56046.webp
UK56053,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",59.99,94,118,כן,09/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56053.webp
UK56062,"נטלה מהודרת מפולימר גוון בטון בהיר 12.5 ס""מ",59.99,94,118,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56062.webp
UK56027,"נטלה מהודרת מפולימר גוון בטון בז' 12.5 ס""מ",59.99,94,118,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56027.webp
UK56032,"נטלה מהודרת מפולימר גוון בטון בהיר 12.5 ס""מ",59.99,94,118,כן,09/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56032.webp
UK56036,"נטלה מהודרת מפולימר גוון לבן מנוקד 12.5 ס""מ",59.99,94,118,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56036.webp
UK56038,"נטלה מהודרת מפולימר גוון בטון כהה 12.5 ס""מ",59.99,94,118,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/56038.webp
UK81367,סט סבונייה עם נטלה פולימר בטון מהודר כולל מגש,119.99,188,235,כן,18/07/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/81367.jpg
UK81927,"נטלה אלומיניום 13 ס""מ שיש כחול לבן זהב",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/81927.webp
UK81928,"נטלה אלומיניום 13 ס""מ שיש ורוד לבן זהב",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/81928.webp
UK81929,"נטלה אלומיניום 13 ס""מ שיש פנינה לבן כסף",54.99,86,108,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/81929.webp
UK55570,"נטלה נירוסטה 13 ס""מ",32.99,52,65,,,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/big/55570.jpg
UK81749,"כלי אקריליק למים אחרונים 15 ס""מ - כסף",119.99,188,235,כן,21/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/81749.webp
UK87860,"כלי אקריליק למים אחרונים 15 ס""מ - זהב ולבן",119.99,188,235,כן,21/08/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/87860.webp
UK55833,"מים אחרונים פולימר בטון מתפרק גוון בטון כהה 14 ס""מ",89.99,141,176,כן,18/07/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/55833.webp
UK82423,"מים אחרונים פולימר בטון מתפרק גוון בטון בהיר 14 ס""מ",89.99,141,176,כן,18/07/2026,1,יודאיקה,נטילת ידיים,https://www.israel-judaica.com/webp/82423.webp
UK55716,"סידור כריכה מהודרת דמוי עור 913 ס""מ - לבן",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55716.webp
UK55719,"סידור כריכה מהודרת דמוי עור 913 ס""מ - אפור",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55719.webp
UK55721,"סידור כריכה מהודרת דמוי עור 913 ס""מ - שחור",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55721.webp
UK55718,"סידור לבת ישראל כריכה מהודרת דמוי עור 913 ס""מ - לבן",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55718.webp
UK55723,"סידור לבת ישראל כריכה מהודרת דמוי עור 913 ס""מ - ורוד",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55723.webp
UK55717,"תהילים כריכה מהודרת דמוי עור 913 ס""מ - לבן",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55717.webp
UK55720,"תהילים כריכה מהודרת דמוי עור 913 ס""מ - אפור",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55720.webp
UK55722,"תהילים כריכה מהודרת דמוי עור 913 ס""מ - ורוד",19.99,31,39,,,1,יודאיקה,סידורים ותהילים,https://www.israel-judaica.com/webp/55722.webp
UK55847,"זוג כוסיות לשמן קריסטל זהב 9x6 ס""מ",44.99,71,88,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/55847.webp
UK55850,"זוג כוסיות לשמן קריסטל רוז גולד 9x6 ס""מ",44.99,71,88,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/55850.webp
UK83147,"זוג כוסיות לשמן קריסטל שקוף 9x6 ס""מ",49.99,78,98,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/83147.webp
UK86870,"פמוטי נסיעה ניקל בקופסא עם מכסה ""ירושלים"" 4X9 ס",49.99,78,98,כן,22/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/86870.jpg
UK40491,"פמוטי נסיעה זהב בקופסא עם מכסה ""פיליגרין"" משובץ",49.99,78,98,כן,22/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/40491.jpg
UK41856,"פמוטי נסיעה ניקל בקופסא עם מכסה ""פיליגרין"" משוב",49.99,78,98,כן,22/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/41856.jpg
UK83398,סט פולימר בטון מגש להדלקת נרות ברכה וזוג פמוטים מהודרים,149.99,235,294,כן,18/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/webp/83398.webp
UK83635,סט פולימר בטון מגש עם ברכת הדלקת נרות וזוג פמוטים מהודרים,169.99,267,333,כן,18/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/webp/83635.webp
UK82245,פמוטים עם מגש פולימר בטון,89.99,141,176,כן,18/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/82245.jpg
UK40718,"זוג פמוטי קריסטל מהודרים 13 ס""מ",19.99,31,39,כן,21/08/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/40718.jpg
UK81615,"זוג פמוטי קריסטל מהודרים גוון זהב 13 ס""מ",21.99,34,43,כן,21/08/2026,1,שבת,פמוטים,https://www.israel-judaica.com/webp/81615.webp
UK59827,"סט זוג פמוטי קריסטל עם מגש מהודר 23x13 ס""מ",89.99,141,176,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/59827.webp
UK50031,"סט קריסטל מהודר הכולל מגש, פמוטים ואגרטל - גוון זהב ושקוף",159.99,251,314,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/50031.webp
UK50039,"סט קריסטל מהודר הכולל מגש, פמוטים ואגרטל - גוון זהב ושחור",159.99,251,314,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/50039.webp
UK82361,"פמוט זכוכית עם מגירה מהודר ""הדלקת נרות"" חמישייה 25.5x19 ס""מ",119.99,188,235,כן,28/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/webp/82361.webp
UK82362,"פמוט זכוכית עם מגירה מהודר ""הדלקת נרות"" זוג 25.5x19 ס""מ",89.99,141,176,כן,28/07/2026,1,שבת,פמוטים,https://www.israel-judaica.com/webp/82362.webp
UK81047,"פמוטי קריסטל מהודר הדלקת נרות 21 ס""מ",69.99,110,137,,,1,שבת,פמוטים,https://www.israel-judaica.com/big/81047.jpg
UK58105,פמוטי קריסטל זהב שמפניה עם הדלקת נרות זהב 25.5X22,99.99,157,196,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/58105.webp
UK59829,"זוג פמוטי קריסטל מרובע 5 ס""מ",44.99,71,88,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/59829.webp
UK82148,"פמוטי קריסטל עם פלקטה ""פרחים"" 7.5 ס""מ",49.99,78,98,,,1,שבת,פמוטים,https://www.israel-judaica.com/big/82148.jpg
UK81470,"זוג פמוטים קריסטל גוון זהב 4X7.5 ס""מ",29.99,47,59,כן,21/08/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/81470.jpg
UK46893,"זוג פמוטי קריסטל מהודרים עם אבנים 12 ס""מ",32.99,52,65,כן,21/08/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/46893.jpg
UK46894,"זוג פמוטי קריסטל מהודרים עם אבנים 18 ס""מ",44.99,71,88,כן,21/08/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/46894.jpg
UK41434,"פמוט קריסטל ""זהב"" שבעייה מהודר 42 ס""מ",329.99,517,647,,,1,שבת,פמוטים,https://www.israel-judaica.com/big/41434.jpg
UK45496,"פמוטי קריסטל 9 קנים מהודר עם אבנים 60 ס""מ",299.99,470,588,כן,21/08/2026,1,שבת,פמוטים,https://www.israel-judaica.com/big/45496.jpg
UK83300,"זוג פמוטי קריסטל מרובע 8 ס""מ",49.99,78,98,,,1,שבת,פמוטים,https://www.israel-judaica.com/webp/83300.webp
UK50548,"קופת צדקה ""בבא סאלי"" מפולימר 13 ס""מ - בטון כהה",54.99,86,108,כן,09/08/2026,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/webp/50548.webp
UK56176,"קופת צדקה ""בבא סאלי"" מפולימר 13 ס""מ - בטון בהיר",54.99,86,108,כן,09/08/2026,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/webp/56176.webp
UK42907,"קופת צדקה אקריליק עם הדפסה - נצנצים כסף 13 ס""מ",34.99,55,69,,,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/big/42907.jpg
UK49917,"קופת צדקה מאקריליק נצנצים זהב 12.5X10.5 ס""מ",32.99,52,65,כן,21/08/2026,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/big/49917.jpg
UK80469,"קופת צדקה אקריליק מהודרת גוון כסף 12X8 ס""מ",36.99,58,73,,,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/big/80469.jpg
UK81361,"קופת צדקה אקריליק מהודרת גוון זהב 812 ס""מ",36.99,58,73,,,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/big/81361.jpg
UK82893,"קופת צדקה אקריליק ""ירושלים"" 14.5 ס""מ",69.99,110,137,כן,21/08/2026,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/big/82893.jpg
UK59877,"קופת צדקה אקריליק לבן 11.5 ס""מ",49.99,78,98,כן,21/08/2026,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/webp/59877.webp
UK59878,"קופת צדקה אקריליק שקוף 11.5 ס""מ",49.99,78,98,כן,21/08/2026,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/webp/59878.webp
UK35951,"קופת צדקה עץ עם אפוקסי לבן 14 ס""מ",69.99,110,137,,,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/big/35951.jpg
UK67776,"סטנד ארנקי צדקה דמוי עור מעורב ""הבית של הרבי""",13.99,22,27,,,1,יודאיקה,קופות צדקה,https://www.israel-judaica.com/big/67776.jpg
UK67800,"כיסוי חלה מהודר דמוי עור זהב 45X54 ס""מ",64.99,102,127,כן,09/08/2026,1,שבת,כיסויי חלה,https://www.israel-judaica.com/webp/67800.webp
UK67961,"כיסוי חלה מהודר דמוי עור עם רקמה הדפסה ירושלים 59X45 ס""מ",59.99,94,118,כן,09/08/2026,1,שבת,כיסויי חלה,https://www.israel-judaica.com/webp/67961.webp
UK60053,כיסוי חלה שבת ויום טוב פרחים עם מסגרת זהב,89.99,141,176,,,1,שבת,כיסויי חלה,https://www.israel-judaica.com/big/60053.jpg
UK60054,כיסוי חלה שבת ויום טוב פרחים,89.99,141,176,,,1,שבת,כיסויי חלה,https://www.israel-judaica.com/big/60054.jpg
UK67359,"כיסוי חלה מהודר דמוי עור לבן עם ריקמה ""קידוש"" ו",79.99,125,157,כן,09/08/2026,1,שבת,כיסויי חלה,https://www.israel-judaica.com/big/67359.jpg
UK67799,"כיסוי חלה מהודר דמוי עור זהב 45X54 ס""מ",64.99,102,127,כן,09/08/2026,1,שבת,כיסויי חלה,https://www.israel-judaica.com/webp/67799.webp
UK67963,סט כיסוי חלה שבת ויום טוב פרחים דמוי עור לבן עם כיסוי לסכין,99.99,157,196,כן,09/08/2026,1,שבת,כיסויי חלה,https://www.israel-judaica.com/webp/67963.webp
UK67964,סט כיסוי חלה שבת ויום טוב דמוי עור לבן עם כיסוי לסכין,99.99,157,196,כן,09/08/2026,1,שבת,כיסויי חלה,https://www.israel-judaica.com/webp/67964.webp
UK49025,"ראנר עבור משטח חם 120x30 ס""מ",17.99,28,35,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/49025.webp
UK83677,"ראנר עבור משטח חם 120x30 ס""מ",14.99,24,29,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/83677.webp
UK83678,"ראנר עבור משטח חם 120x30 ס""מ",14.99,24,29,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/83678.webp
UK83679,"ראנר עבור משטח חם 120x30 ס""מ",14.99,24,29,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/83679.webp
UK82700,"ראנר עבור משטח חם 120x30 ס""מ",17.99,28,35,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/82700.webp
UK82702,"ראנר עבור משטח חם 120x30 ס""מ",17.99,28,35,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/82702.webp
UK82968,"ראנר עבור משטח חם 120x30 ס""מ",17.99,28,35,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/82968.webp
UK82969,"ראנר עבור משטח חם 120x30 ס""מ",17.99,28,35,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/82969.webp
UK66214,"מפת שולחן מהודרת ""שבת ויום טוב"" 140x220 ס""מ",39.99,63,78,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/66214.webp
UK66215,"מפת שולחן מהודרת ""שבת ויום טוב"" 140x280 ס""מ",49.99,78,98,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/66215.webp
UK66216,"מפת שולחן מהודרת ""שבת ויום טוב"" 140x350 ס""מ",59.99,94,118,,,1,שבת,מפות שולחן,https://www.israel-judaica.com/webp/66216.webp
UK48356,"מגש חלה זכוכית עבה בלתי שבירה 25X37 ס""מ",16.99,27,33,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/48356.jpg
UK81351,"מגש חלה זכוכית עבה בלתי שבירה 25X37 ס""מ",16.99,27,33,כן,20/08/2026,1,שבת,קרשי חלה,https://www.israel-judaica.com/big/81351.jpg
